city,city_ascii,lat,lon,country,iso2,iso3,admin_name,capital,population,id,csafp,csa_name,csa_name_short,cbsafp,cbsa_name,cbsa_name_short,geometry,type,location_id,name,name_short
Bern,Bern,46.9167,7.467,Switzerland,CH,CHE,Bern,primary,275329,1756374318,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1756374318,Bern,Bern
Stans,Stans,46.95,8.3833,Switzerland,CH,CHE,Nidwalden,admin,7475,1756019042,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1756019042,Stans,Stans
Saint Gallen,Saint Gallen,47.423,9.362,Switzerland,CH,CHE,Sankt Gallen,admin,70572,1756343098,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1756343098,Saint Gallen,Saint Gallen
Appenzell,Appenzell,47.3333,9.4167,Switzerland,CH,CHE,Appenzell Innerrhoden,admin,5649,1756770881,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1756770881,Appenzell,Appenzell
Herisau,Herisau,47.3833,9.2833,Switzerland,CH,CHE,Appenzell Ausserrhoden,NA,15438,1756581563,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1756581563,Herisau,Herisau
Frauenfeld,Frauenfeld,47.568,9.108,Switzerland,CH,CHE,Thurgau,NA,21979,1756399413,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1756399413,Frauenfeld,Frauenfeld
Lugano,Lugano,46.0004,8.9667,Switzerland,CH,CHE,Ticino,NA,105388,1756503816,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1756503816,Lugano,Lugano
Bellinzona,Bellinzona,46.197,9.02,Switzerland,CH,CHE,Ticino,NA,16572,1756130026,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1756130026,Bellinzona,Bellinzona
Sion,Sion,46.239,7.354,Switzerland,CH,CHE,Valais,NA,28045,1756457392,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1756457392,Sion,Sion
Schaffhausen,Schaffhausen,47.706,8.633,Switzerland,CH,CHE,Schaffhausen,NA,33863,1756000000,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1.756e+09,Schaffhausen,Schaffhausen
Aarau,Aarau,47.39,8.034,Switzerland,CH,CHE,Aargau,NA,15501,1756000000,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1.756e+09,Aarau,Aarau
Delémont,Delemont,47.37,7.345,Switzerland,CH,CHE,Jura,NA,11315,1756000000,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1.756e+09,Delémont,Delémont
Solothurn,Solothurn,47.212,7.537,Switzerland,CH,CHE,Solothurn,NA,14853,1756000000,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1.756e+09,Solothurn,Solothurn
Soubré,Soubre,5.7904,-6.61,C𴥠DӉvoire,CI,CIV,Bas-Sassandra,NA,108933,1384162809,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384162809,Soubré,Soubré
Bouaké,Bouake,7.69,-5.03,C𴥠DӉvoire,CI,CIV,Vallée du Bandama,admin,567481,1384983838,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384983838,Bouaké,Bouaké
Man,Man,7.4004,-7.55,C𴥠DӉvoire,CI,CIV,Montagnes,admin,146974,1384112524,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384112524,Man,Man
San-Pedro,San-Pedro,4.7704,-6.64,C𴥠DӉvoire,CI,CIV,Bas-Sassandra,admin,210273,1384436547,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384436547,San-Pedro,San-Pedro
Korhogo,Korhogo,9.46,-5.64,C𴥠DӉvoire,CI,CIV,Savanes,admin,177711,1384205840,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384205840,Korhogo,Korhogo
Odienné,Odienne,9.5104,-7.58,C𴥠DӉvoire,CI,CIV,Denguélé,admin,49857,1384967993,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384967993,Odienné,Odienné
Bondoukou,Bondoukou,8.0304,-2.8,C𴥠DӉvoire,CI,CIV,Zanzan,admin,58297,1384649653,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384649653,Bondoukou,Bondoukou
Agboville,Agboville,5.9403,-4.28,C𴥠DӉvoire,CI,CIV,Lagunes,minor,81770,1384823872,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384823872,Agboville,Agboville
Dabou,Dabou,5.3204,-4.3899,C𴥠DӉvoire,CI,CIV,Lagunes,admin,72913,1384274793,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384274793,Dabou,Dabou
Abidjan,Abidjan,5.32,-4.04,C𴥠DӉvoire,CI,CIV,Abidjan,admin,3802000,1384207980,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384207980,Abidjan,Abidjan
Yamoussoukro,Yamoussoukro,6.8184,-5.2755,C𴥠DӉvoire,CI,CIV,Yamoussoukro,primary,206499,1384683557,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384683557,Yamoussoukro,Yamoussoukro
Gagnoa,Gagnoa,6.1504,-5.88,C𴥠DӉvoire,CI,CIV,Gôh-Djiboua,admin,123184,1384138010,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384138010,Gagnoa,Gagnoa
Abengourou,Abengourou,6.7304,-3.49,C𴥠DӉvoire,CI,CIV,Comoé,admin,104020,1384295898,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384295898,Abengourou,Abengourou
Dimbokro,Dimbokro,6.6505,-4.71,C𴥠DӉvoire,CI,CIV,Lacs,admin,67349,1384235566,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384235566,Dimbokro,Dimbokro
Daloa,Daloa,6.89,-6.45,C𴥠DӉvoire,CI,CIV,Sassandra-Marahoué,admin,255168,1384564974,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384564974,Daloa,Daloa
Séguéla,Seguela,7.9504,-6.67,C𴥠DӉvoire,CI,CIV,Woroba,admin,51157,1384639807,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384639807,Séguéla,Séguéla
Aboisso,Aboisso,5.4667,-3.2,C𴥠DӉvoire,CI,CIV,Comoé,minor,37654,1384385857,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384385857,Aboisso,Aboisso
Guiglo,Guiglo,6.5505,-7.49,C𴥠DӉvoire,CI,CIV,Montagnes,minor,39134,1384483732,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384483732,Guiglo,Guiglo
Toumodi,Toumodi,6.552,-5.019,C𴥠DӉvoire,CI,CIV,Lacs,minor,39005,1384416676,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384416676,Toumodi,Toumodi
Grand Bassam,Grand Bassam,5.2004,-3.75,C𴥠DӉvoire,CI,CIV,Comoé,minor,73772,1384167408,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384167408,Grand Bassam,Grand Bassam
Sassandra,Sassandra,4.9504,-6.0833,C𴥠DӉvoire,CI,CIV,Bas-Sassandra,minor,38411,1384107875,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384107875,Sassandra,Sassandra
Divo,Divo,5.839,-5.36,C𴥠DӉvoire,CI,CIV,Gôh-Djiboua,minor,127867,1384831436,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384831436,Divo,Divo
Touba,Touba,8.28,-7.684,C𴥠DӉvoire,CI,CIV,Woroba,minor,27504,1384485647,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384485647,Touba,Touba
Ferkessédougou,Ferkessedougou,9.6004,-5.2,C𴥠DӉvoire,CI,CIV,Savanes,minor,62008,1384974005,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384974005,Ferkessédougou,Ferkessédougou
Bangolo,Bangolo,7.0123,-7.4864,C𴥠DӉvoire,CI,CIV,Montagnes,admin,NA,1384048438,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384048438,Bangolo,Bangolo
Bouaflé,Bouafle,6.978,-5.748,C𴥠DӉvoire,CI,CIV,Sassandra-Marahoué,minor,60962,1384274339,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1384274339,Bouaflé,Bouaflé
Avarua,Avarua,-21.25,-159.75,Cook Islands,CK,COK,NA,primary,5445,1184217570,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1184217570,Avarua,Avarua
Diego de Almagro,Diego de Almagro,-26.3696,-70.05,Chile,CL,CHL,Atacama,NA,18137,1152585849,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152585849,Diego de Almagro,Diego de Almagro
Santiago,Santiago,-33.45,-70.667,Chile,CL,CHL,Región Metropolitana,primary,5720000,1152554349,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152554349,Santiago,Santiago
Chanaral,Chanaral,-29.03,-71.43,Chile,CL,CHL,Atacama,NA,13543,1152323837,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152323837,Chanaral,Chanaral
Rancagua,Rancagua,-34.17,-70.74,Chile,CL,CHL,Libertador General Bernardo O’Higgins,admin,233268,1152672356,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152672356,Rancagua,Rancagua
Concepción,Concepcion,-36.83,-73.05,Chile,CL,CHL,Biobío,admin,889725,1152838958,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152838958,Concepción,Concepción
Victoria,Victoria,-38.2395,-72.34,Chile,CL,CHL,Araucanía,NA,24555,1152078114,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152078114,Victoria,Victoria
Lonquimay,Lonquimay,-38.4333,-71.2333,Chile,CL,CHL,Araucanía,NA,10237,1152602801,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152602801,Lonquimay,Lonquimay
Talca,Talca,-35.455,-71.67,Chile,CL,CHL,Maule,admin,197479,1152736946,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152736946,Talca,Talca
Arica,Arica,-18.5,-70.29,Chile,CL,CHL,Arica y Parinacota,admin,185999,1152531089,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152531089,Arica,Arica
Talcahuano,Talcahuano,-36.7167,-73.1167,Chile,CL,CHL,Biobío,NA,288074,1152023044,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152023044,Talcahuano,Talcahuano
Curanilahue,Curanilahue,-37.48,-73.34,Chile,CL,CHL,Biobío,NA,30611,1152226096,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152226096,Curanilahue,Curanilahue
Lota,Lota,-37.0896,-73.16,Chile,CL,CHL,Biobío,NA,49763,1152978276,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152978276,Lota,Lota
Coronel,Coronel,-37.03,-73.16,Chile,CL,CHL,Biobío,NA,92940,1152234834,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152234834,Coronel,Coronel
Vicuña,Vicuna,-30.0295,-70.74,Chile,CL,CHL,Coquimbo,NA,13496,1152771899,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152771899,Vicuña,Vicuña
Toltén,Tolten,-39.2166,-73.2123,Chile,CL,CHL,Araucanía,NA,2293,1152450943,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152450943,Toltén,Toltén
Temuco,Temuco,-38.73,-72.58,Chile,CL,CHL,Araucanía,admin,265901,1152318955,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152318955,Temuco,Temuco
Carahue,Carahue,-38.7095,-73.17,Chile,CL,CHL,Araucanía,NA,11875,1152919462,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152919462,Carahue,Carahue
Quirihue,Quirihue,-36.28,-72.53,Chile,CL,CHL,Biobío,NA,6529,1152146130,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152146130,Quirihue,Quirihue
La Serena,La Serena,-29.9,-71.25,Chile,CL,CHL,Coquimbo,admin,154521,1152155065,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152155065,La Serena,La Serena
Loncoche,Loncoche,-39.37,-72.63,Chile,CL,CHL,Araucanía,NA,15590,1152864736,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152864736,Loncoche,Loncoche
Nueva Imperial,Nueva Imperial,-38.74,-72.96,Chile,CL,CHL,Araucanía,NA,18777,1152277064,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152277064,Nueva Imperial,Nueva Imperial
Chonchi,Chonchi,-42.61,-73.8099,Chile,CL,CHL,Los Lagos,NA,381,1152428145,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152428145,Chonchi,Chonchi
Punta Arenas,Punta Arenas,-53.165,-70.94,Chile,CL,CHL,Magallanes y de la Antártica Chilena,admin,117430,1152262933,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152262933,Punta Arenas,Punta Arenas
Iquique,Iquique,-20.25,-70.13,Chile,CL,CHL,Tarapacá,admin,227499,1152234625,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152234625,Iquique,Iquique
María Elena,Maria Elena,-22.35,-69.67,Chile,CL,CHL,Antofagasta,NA,2370,1152876089,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152876089,María Elena,María Elena
Combarbalá,Combarbala,-31.18,-71,Chile,CL,CHL,Coquimbo,NA,5134,1152896722,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152896722,Combarbalá,Combarbalá
Huasco,Huasco,-28.4696,-71.22,Chile,CL,CHL,Atacama,NA,2558,1152643675,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152643675,Huasco,Huasco
Salamanca,Salamanca,-31.7796,-70.98,Chile,CL,CHL,Coquimbo,NA,20214,1152804087,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152804087,Salamanca,Salamanca
Caldera,Caldera,-27.0696,-70.83,Chile,CL,CHL,Atacama,NA,10259,1152916235,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152916235,Caldera,Caldera
Taltal,Taltal,-25.4,-70.47,Chile,CL,CHL,Antofagasta,NA,10018,1152265576,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152265576,Taltal,Taltal
Constitución,Constitucion,-35.3296,-72.42,Chile,CL,CHL,Maule,NA,37917,1152065066,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152065066,Constitución,Constitución
Antofagasta,Antofagasta,-23.65,-70.4,Chile,CL,CHL,Antofagasta,admin,309832,1152734289,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152734289,Antofagasta,Antofagasta
Chuquicamata,Chuquicamata,-22.32,-68.93,Chile,CL,CHL,Antofagasta,NA,11941,1152468996,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152468996,Chuquicamata,Chuquicamata
Toconao,Toconao,-23.1829,-68.0166,Chile,CL,CHL,Antofagasta,NA,378,1152732862,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152732862,Toconao,Toconao
Valdivia,Valdivia,-39.795,-73.245,Chile,CL,CHL,Los Ríos,admin,159599,1152201132,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152201132,Valdivia,Valdivia
Copiapó,Copiapo,-27.36,-70.34,Chile,CL,CHL,Atacama,admin,129280,1152406965,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152406965,Copiapó,Copiapó
Santa Bárbara,Santa Barbara,-37.67,-72.02,Chile,CL,CHL,Biobío,NA,3494,1152827647,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152827647,Santa Bárbara,Santa Bárbara
Los Lagos,Los Lagos,-39.8495,-72.83,Chile,CL,CHL,Los Ríos,NA,12813,1152340454,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152340454,Los Lagos,Los Lagos
Viña del Mar,Vina del Mar,-33.03,-71.54,Chile,CL,CHL,Valparaíso,NA,503534,1152898644,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152898644,Viña del Mar,Viña del Mar
Valparaíso,Valparaiso,-33.0478,-71.621,Chile,CL,CHL,Valparaíso,admin,854000,1152337970,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152337970,Valparaíso,Valparaíso
Collipulli,Collipulli,-37.96,-72.43,Chile,CL,CHL,Araucanía,NA,16392,1152908869,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152908869,Collipulli,Collipulli
Villarica,Villarica,-39.28,-72.23,Chile,CL,CHL,Araucanía,NA,31602,1152280288,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152280288,Villarica,Villarica
Tierra Amarilla,Tierra Amarilla,-27.48,-70.28,Chile,CL,CHL,Atacama,NA,12888,1152576362,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152576362,Tierra Amarilla,Tierra Amarilla
Lagunas,Lagunas,-20.9829,-69.6833,Chile,CL,CHL,Tarapacá,NA,10,1152360178,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152360178,Lagunas,Lagunas
Coihaique,Coihaique,-45.57,-72.07,Chile,CL,CHL,Aysén,admin,45787,1152541137,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152541137,Coihaique,Coihaique
Cuya,Cuya,-19.1167,-70.1333,Chile,CL,CHL,Arica y Parinacota,NA,20,1152944039,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152944039,Cuya,Cuya
Mejillones,Mejillones,-23.1,-70.45,Chile,CL,CHL,Antofagasta,NA,2041,1152559509,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152559509,Mejillones,Mejillones
Río Verde,Rio Verde,-52.65,-71.4666,Chile,CL,CHL,Magallanes y de la Antártica Chilena,NA,358,1152114092,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152114092,Río Verde,Río Verde
Villa O'Higgins,Villa O'Higgins,-48.4679,-72.56,Chile,CL,CHL,Aysén,NA,250,1152709181,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152709181,Villa O'Higgins,Villa O'Higgins
Quellón,Quellon,-43.0996,-73.6,Chile,CL,CHL,Los Lagos,NA,7029,1152502358,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152502358,Quellón,Quellón
La Ligua,La Ligua,-32.46,-71.24,Chile,CL,CHL,Valparaíso,minor,26665,1152826056,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152826056,La Ligua,La Ligua
Quillota,Quillota,-32.88,-71.26,Chile,CL,CHL,Valparaíso,minor,79686,1152185579,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152185579,Quillota,Quillota
Tocopilla,Tocopilla,-22.09,-70.19,Chile,CL,CHL,Antofagasta,minor,24460,1152050254,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152050254,Tocopilla,Tocopilla
Calama,Calama,-22.45,-68.92,Chile,CL,CHL,Antofagasta,minor,143084,1152168074,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152168074,Calama,Calama
Vallenar,Vallenar,-28.57,-70.76,Chile,CL,CHL,Atacama,minor,44895,1152000009,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152000009,Vallenar,Vallenar
San Bernardo,San Bernardo,-33.6,-70.7,Chile,CL,CHL,Región Metropolitana,minor,246762,1152050361,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152050361,San Bernardo,San Bernardo
Pozo Almonte,Pozo Almonte,-20.2696,-69.8,Chile,CL,CHL,Tarapacá,minor,10830,1152924094,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152924094,Pozo Almonte,Pozo Almonte
Coquimbo,Coquimbo,-29.9529,-71.3436,Chile,CL,CHL,Coquimbo,minor,161317,1152038253,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152038253,Coquimbo,Coquimbo
Ovalle,Ovalle,-30.59,-71.2001,Chile,CL,CHL,Coquimbo,minor,77138,1152767334,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152767334,Ovalle,Ovalle
Illapel,Illapel,-31.6296,-71.17,Chile,CL,CHL,Coquimbo,minor,26340,1152446656,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152446656,Illapel,Illapel
San Felipe,San Felipe,-32.75,-70.72,Chile,CL,CHL,Valparaíso,minor,59294,1152329463,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152329463,San Felipe,San Felipe
Los Andes,Los Andes,-32.8296,-70.6,Chile,CL,CHL,Valparaíso,minor,56859,1152833598,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152833598,Los Andes,Los Andes
San Antonio,San Antonio,-33.5995,-71.61,Chile,CL,CHL,Valparaíso,minor,104292,1152830501,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152830501,San Antonio,San Antonio
Pichilemu,Pichilemu,-34.38,-72,Chile,CL,CHL,Libertador General Bernardo O’Higgins,minor,11603,1152498637,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152498637,Pichilemu,Pichilemu
San Fernando,San Fernando,-34.58,-70.99,Chile,CL,CHL,Libertador General Bernardo O’Higgins,minor,60746,1152802349,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152802349,San Fernando,San Fernando
Linares,Linares,-35.84,-71.59,Chile,CL,CHL,Maule,minor,81015,1152783281,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152783281,Linares,Linares
Cauquenes,Cauquenes,-35.96,-72.32,Chile,CL,CHL,Maule,minor,31362,1152787999,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152787999,Cauquenes,Cauquenes
Chillán,Chillan,-36.6,-72.106,Chile,CL,CHL,Biobío,minor,150396,1152082093,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152082093,Chillán,Chillán
Los Angeles,Los Angeles,-37.46,-72.36,Chile,CL,CHL,Biobío,minor,145239,1152810305,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152810305,Los Angeles,Los Angeles
Angol,Angol,-37.79,-72.71,Chile,CL,CHL,Araucanía,minor,44856,1152404762,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152404762,Angol,Angol
Lebu,Lebu,-37.6096,-73.65,Chile,CL,CHL,Biobío,minor,22345,1152064207,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152064207,Lebu,Lebu
Osorno,Osorno,-40.57,-73.16,Chile,CL,CHL,Los Lagos,minor,154131,1152866014,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152866014,Osorno,Osorno
Castro,Castro,-42.4808,-73.7623,Chile,CL,CHL,Los Lagos,minor,29926,1152445107,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152445107,Castro,Castro
Puerto Aisén,Puerto Aisen,-45.3999,-72.7,Chile,CL,CHL,Aysén,minor,8067,1152158570,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152158570,Puerto Aisén,Puerto Aisén
Cochrane,Cochrane,-47.2663,-72.5499,Chile,CL,CHL,Aysén,minor,4441,1152054657,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152054657,Cochrane,Cochrane
Puerto Williams,Puerto Williams,-54.9333,-67.6167,Chile,CL,CHL,Magallanes y de la Antártica Chilena,minor,2500,1152455279,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152455279,Puerto Williams,Puerto Williams
Puerto Natales,Puerto Natales,-51.7183,-72.5117,Chile,CL,CHL,Magallanes y de la Antártica Chilena,minor,20000,1152225106,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152225106,Puerto Natales,Puerto Natales
Curicó,Curico,-34.98,-71.24,Chile,CL,CHL,Maule,minor,113711,1152564798,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152564798,Curicó,Curicó
Ancud,Ancud,-41.87,-73.83,Chile,CL,CHL,Los Lagos,NA,28020,1152760614,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152760614,Ancud,Ancud
Puerto Montt,Puerto Montt,-41.47,-72.93,Chile,CL,CHL,Los Lagos,admin,174629,1152443957,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152443957,Puerto Montt,Puerto Montt
Puerto Varas,Puerto Varas,-41.33,-72.99,Chile,CL,CHL,Los Lagos,NA,24958,1152560692,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152560692,Puerto Varas,Puerto Varas
Calbuco,Calbuco,-41.7522,-73.1416,Chile,CL,CHL,Los Lagos,NA,12490,1152875669,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152875669,Calbuco,Calbuco
Río Bueno,Rio Bueno,-40.34,-72.96,Chile,CL,CHL,Los Ríos,NA,15456,1152938619,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152938619,Río Bueno,Río Bueno
La Unión,La Union,-40.29,-73.09,Chile,CL,CHL,Los Ríos,minor,26298,1152649834,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1152649834,La Unión,La Unión
Yaounde,Yaounde,3.8667,11.5167,Cameroon,CM,CMR,Centre,primary,1611000,1120298240,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1120298240,Yaounde,Yaounde
Bertoua,Bertoua,4.5804,13.68,Cameroon,CM,CMR,Est,admin,218111,1120406967,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1120406967,Bertoua,Bertoua
Bafia,Bafia,4.7504,11.23,Cameroon,CM,CMR,Centre,NA,69270,1120310806,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1120310806,Bafia,Bafia
Mbalmayo,Mbalmayo,3.5204,11.5,Cameroon,CM,CMR,Centre,NA,80206,1120049681,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1120049681,Mbalmayo,Mbalmayo
Kontcha,Kontcha,7.967,12.2333,Cameroon,CM,CMR,Adamaoua,NA,8018,1120016766,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1120016766,Kontcha,Kontcha
Mbe,Mbe,7.8504,13.6,Cameroon,CM,CMR,Nord,NA,3950,1120400000,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1120400000,Mbe,Mbe
Kribi,Kribi,2.9404,9.91,Cameroon,CM,CMR,Sud,NA,55224,1120360100,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1120360100,Kribi,Kribi
Edéa,Edea,3.8005,10.12,Cameroon,CM,CMR,Littoral,NA,203149,1120546542,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1120546542,Edéa,Edéa
Bélabo,Belabo,4.9337,13.3,Cameroon,CM,CMR,Est,NA,22553,1120106572,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1120106572,Bélabo,Bélabo
Meiganga,Meiganga,6.5205,14.29,Cameroon,CM,CMR,Adamaoua,NA,80100,1120789508,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1120789508,Meiganga,Meiganga
Maroua,Maroua,10.5956,14.3247,Cameroon,CM,CMR,Extrême-Nord,admin,319941,1120956931,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1120956931,Maroua,Maroua
Eséka,Eseka,3.6504,10.7666,Cameroon,CM,CMR,Centre,NA,22221,1120064220,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1120064220,Eséka,Eséka
Ebolowa,Ebolowa,2.9,11.15,Cameroon,CM,CMR,Sud,admin,87875,1120924207,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1120924207,Ebolowa,Ebolowa
